Index,Global_active_power KW,Sub_metering_1 J,Sub_metering_2 J,Sub_metering_3 J
10821,0.224,0,0,0
10822,0.222,0,0,0
10823,0.224,0,0,0
10824,0.224,0,0,0
10825,0.222,0,0,0
10826,0.222,0,0,0
10827,0.222,0,0,0
10828,0.222,0,0,0
10829,0.222,0,0,0
10830,0.222,0,0,0
10831,0.22,0,0,0
10832,0.22,0,0,0
10833,0.22,0,0,0
10834,0.22,0,0,0
10835,0.224,0,0,0
10836,0.23,0,0,0
10837,0.228,0,0,0
10838,0.228,0,0,0
10839,0.228,0,0,0
10840,0.228,0,0,0
10841,0.226,0,0,0
10842,0.286,0,0,0
10843,0.34,0,0,0
10844,0.338,0,0,0
10845,0.338,0,0,0
10846,0.412,0,0,0
10847,0.412,0,0,0
10848,0.41,0,0,0
10849,0.408,0,0,0
10850,0.402,0,0,0
10851,0.402,0,0,0
10852,0.4,0,0,0
10853,0.402,0,0,0
10854,0.394,0,0,0
10855,0.326,0,0,0
10856,0.324,0,0,0
10857,0.234,0,0,0
10858,0.228,0,0,0
10859,0.27,0,0,0
10860,0.854,0,0,6
10861,1.91,0,0,18
10862,2.672,0,0,19
10863,2.532,0,0,17
10864,3.842,0,0,18
10865,5.25,0,0,18
10866,5.958,0,0,17
10867,6.358,0,0,17
10868,5.854,0,0,17
10869,2.694,0,0,18
10870,2.678,0,0,18
10871,3.166,0,0,18
10872,3.842,0,0,18
10873,3.846,0,0,17
10874,3.264,0,0,18
10875,2.752,0,0,18
10876,2.766,0,0,18
10877,2.846,0,0,17
10878,2.844,0,0,18
10879,2.886,0,0,18
10880,2.876,0,0,18
10881,2.85,0,0,18
10882,2.866,0,0,17
10883,2.882,0,0,18
10884,2.896,0,0,18
10885,2.904,0,0,18
10886,2.902,0,0,18
10887,3.016,0,0,17
10888,3.062,0,0,18
10889,3.062,0,0,18
10890,3.092,0,0,18
10891,3.078,0,0,18
10892,3.07,0,0,18
10893,3.076,0,0,18
10894,3.04,0,0,18
10895,3.22,0,0,17
10896,3.286,0,0,18
10897,3.134,0,0,18
10898,2.936,0,0,17
10899,3.016,0,0,17
10900,3.002,0,0,18
10901,3.38,0,0,17
10902,4.336,0,0,17
10903,4.352,0,0,17
10904,4.13,0,0,14
10905,3.44,0,0,0
10906,3.428,0,0,0
10907,3.392,0,0,0
10908,3.568,0,0,3
10909,3.658,0,0,17
10910,4.048,0,0,17
10911,3.978,0,0,18
10912,2.614,0,0,17
10913,2.562,0,0,17
10914,2.564,0,0,17
10915,2.63,0,0,17
10916,2.702,0,0,17
10917,2.884,0,0,17
10918,3.402,0,1,18
10919,3.904,0,1,16
10920,3.33,0,2,17
10921,3.294,0,1,17
10922,3.222,0,1,17
10923,2.418,0,2,17
10924,2.214,0,1,18
10925,2.202,0,1,17
10926,2.128,0,2,17
10927,2.058,0,1,17
10928,2.05,0,2,17
10929,2.054,0,1,17
10930,2.57,0,1,17
10931,2.97,0,2,17
10932,2.872,0,1,17
10933,2.888,0,1,17
10934,3.018,0,2,17
10935,2.878,0,1,17
10936,1.96,0,1,17
10937,1.898,0,1,17
10938,1.868,0,1,17
10939,1.8,0,0,17
10940,1.804,0,0,17
10941,1.778,0,0,17
10942,1.744,0,0,17
10943,1.734,0,0,17
10944,1.724,0,0,17
10945,1.712,0,0,17
10946,2.122,0,0,17
10947,1.626,0,0,17
10948,1.638,0,0,17
10949,1.762,0,0,17
10950,2.294,0,0,17
10951,2.304,0,0,17
10952,2.148,0,0,17
10953,2.072,0,0,17
10954,2.08,0,0,17
10955,2.072,0,0,17
10956,2.024,0,0,17
10957,1.526,0,0,17
10958,1.52,0,0,17
10959,0.594,0,0,2
10960,0.752,0,0,0
10961,1.192,0,0,0
10962,0.924,0,0,0
10963,0.218,0,0,0
10964,0.214,0,0,0
10965,0.214,0,0,0
10966,0.214,0,0,0
10967,0.216,0,0,0
10968,0.216,0,0,0
10969,0.216,0,0,0
10970,0.214,0,0,0
10971,0.218,0,0,0
10972,0.22,0,0,0
10973,0.22,0,0,0
10974,0.222,0,0,0
10975,0.336,0,0,0
10976,0.408,0,0,0
10977,0.404,0,0,0
10978,0.402,0,0,0
10979,0.4,0,0,0
10980,0.4,0,0,0
10981,0.392,0,0,0
10982,0.388,0,0,0
10983,0.386,0,0,0
10984,0.382,0,0,0
10985,0.384,0,0,0
10986,0.32,0,0,0
10987,0.32,0,0,0
10988,0.318,0,0,0
10989,0.318,0,0,0
10990,0.314,0,0,0
10991,0.24,0,0,0
10992,0.22,0,0,0
10993,0.22,0,0,0
10994,0.216,0,0,0
10995,0.216,0,0,0
10996,0.216,0,0,0
10997,0.216,0,0,0
10998,0.218,0,0,0
10999,0.216,0,0,0
11000,0.216,0,0,0
11001,0.22,0,0,0
11002,0.224,0,0,0
11003,0.224,0,0,0
11004,0.224,0,0,0
11005,0.224,0,0,0
11006,0.222,0,0,0
11007,0.218,0,0,0
11008,0.222,0,0,0
11009,0.274,0,0,0
11010,0.272,0,0,0
11011,0.274,0,0,0
11012,0.272,0,0,0
11013,0.272,0,0,0
11014,0.272,0,0,0
11015,0.27,0,0,0
11016,0.274,0,0,0
11017,0.278,0,0,0
11018,0.27,0,0,0
11019,0.242,0,0,0
11020,0.414,0,0,0
11021,0.402,0,0,0
11022,0.402,0,0,0
11023,0.4,0,0,0
11024,0.398,0,0,0
11025,0.394,0,0,0
11026,0.392,0,0,0
11027,0.386,0,0,0
11028,0.384,0,0,0
11029,0.382,0,0,0
11030,0.364,0,0,0
11031,0.31,0,0,0
11032,0.308,0,0,0
11033,0.306,0,0,0
11034,0.306,0,0,0
11035,0.262,0,0,0
11036,0.212,0,0,0
11037,0.214,0,0,0
11038,0.214,0,0,0
11039,0.216,0,0,0
11040,0.214,0,0,0
11041,0.216,0,0,0
11042,0.216,0,0,0
11043,0.216,0,0,0
11044,0.216,0,0,0
11045,0.218,0,0,0
11046,0.222,0,0,0
11047,0.226,0,0,0
11048,0.222,0,0,0
11049,0.218,0,0,0
11050,0.218,0,0,0
11051,0.218,0,0,0
11052,0.218,0,0,0
11053,0.218,0,0,0
11054,0.218,0,0,0
11055,0.216,0,0,0
11056,0.218,0,0,0
11057,0.218,0,0,0
11058,0.218,0,0,0
11059,0.218,0,0,0
11060,0.218,0,0,0
11061,0.222,0,0,0
11062,0.3,0,0,0
11063,0.31,0,2,0
11064,0.41,0,1,0
11065,0.462,0,1,0
11066,0.482,0,2,0
11067,0.482,0,1,0
11068,0.478,0,2,0
11069,0.478,0,1,0
11070,0.476,0,1,0
11071,0.474,0,2,0
11072,0.472,0,1,0
11073,0.472,0,2,0
11074,0.47,0,1,0
11075,0.462,0,1,0
11076,0.4,0,2,0
11077,0.402,0,1,0
11078,0.402,0,1,0
11079,0.364,0,2,0
11080,0.306,0,1,0
11081,0.304,0,1,0
11082,0.304,0,1,0
11083,0.282,0,1,0
11084,0.226,0,0,0
11085,0.22,0,0,0
11086,0.22,0,0,0
11087,0.22,0,0,0
11088,0.22,0,0,0
11089,0.22,0,0,0
11090,0.22,0,0,0
11091,0.224,0,0,0
11092,0.226,0,0,0
11093,0.226,0,0,0
11094,0.224,0,0,0
11095,0.224,0,0,0
11096,0.224,0,0,0
11097,0.224,0,0,0
11098,0.222,0,0,0
11099,0.222,0,0,0
11100,0.224,0,0,0
11101,0.218,0,0,0
11102,0.216,0,0,0
11103,0.216,0,0,0
11104,0.218,0,0,0
11105,0.218,0,0,0
11106,0.222,0,0,0
11107,0.226,0,0,0
11108,0.302,0,0,0
11109,0.334,0,0,0
11110,0.368,0,0,0
11111,0.408,0,0,0
11112,0.406,0,0,0
11113,0.404,0,0,0
11114,0.402,0,0,0
11115,0.4,0,0,0
11116,0.392,0,0,0
11117,0.39,0,0,0
11118,0.388,0,0,0
11119,0.384,0,0,0
11120,0.384,0,0,0
11121,0.326,0,0,0
11122,0.32,0,0,0
11123,0.308,0,0,0
11124,0.226,0,0,0
11125,0.224,0,0,0
11126,0.224,0,0,0
11127,0.222,0,0,0
11128,0.222,0,0,0
11129,0.218,0,0,0
11130,0.216,0,0,0
11131,0.218,0,0,0
11132,0.218,0,0,0
11133,0.22,0,0,0
11134,0.218,0,0,0
11135,0.218,0,0,0
11136,0.222,0,0,0
11137,0.224,0,0,0
11138,0.224,0,0,0
11139,0.224,0,0,0
11140,0.224,0,0,0
11141,0.218,0,0,0
11142,0.218,0,0,0
11143,0.218,0,0,0
11144,0.218,0,0,0
11145,0.216,0,0,0
11146,0.218,0,0,0
11147,0.216,0,0,0
11148,0.216,0,0,0
11149,0.216,0,0,0
11150,0.216,0,0,0
11151,0.218,0,0,0
11152,0.292,0,0,0
11153,0.332,0,0,0
11154,0.322,0,0,0
11155,0.32,0,0,0
11156,0.396,0,0,0
11157,0.394,0,0,0
11158,0.392,0,0,0
11159,0.394,0,0,0
11160,0.39,0,0,0
11161,0.388,0,0,0
11162,0.386,0,0,0
11163,0.384,0,0,0
11164,0.378,0,0,0
11165,0.378,0,0,0
11166,0.446,0,0,0
11167,0.61,0,0,0
11168,0.786,0,0,0
11169,0.784,0,0,0
11170,0.688,0,0,0
11171,1.18,0,7,0
11172,2.874,0,37,0
11173,2.858,0,37,0
11174,2.888,0,37,0
11175,2.944,0,38,0
11176,2.964,2,37,0
11177,2.94,1,37,0
11178,2.956,1,38,0
11179,2.97,1,37,0
11180,2.97,1,38,0
11181,2.184,2,19,0
11182,2.03,1,1,0
11183,1.92,1,1,0
11184,1.534,1,1,0
11185,1.726,2,11,0
11186,2.99,1,17,0
11187,1.846,1,1,0
11188,0.928,1,0,0
11189,0.928,2,1,0
11190,0.928,1,1,0
11191,0.936,1,1,0
11192,0.932,1,0,0
11193,0.914,1,1,0
11194,0.958,1,1,0
11195,1.212,1,1,0
11196,4.812,37,27,0
11197,3.486,39,1,0
11198,3.47,38,1,0
11199,3.486,38,0,0
11200,3.446,38,1,0
11201,3.5,39,1,0
11202,3.668,37,1,0
11203,3.802,38,1,0
11204,3.778,38,0,0
11205,3.934,38,1,1
11206,4.832,37,1,18
11207,4.868,38,2,18
11208,4.014,25,4,18
11209,2.696,1,3,17
11210,3.56,1,3,18
11211,3.894,2,3,17
11212,3.888,1,3,17
11213,3.736,1,4,17
11214,3.856,1,2,17
11215,3.778,1,2,18
11216,2.79,2,2,17
11217,2.522,1,2,17
11218,2.544,1,3,18
11219,2.558,1,3,17
11220,2.556,1,3,17
11221,2.554,2,3,17
11222,2.56,1,3,17
11223,2.532,1,4,18
11224,2.498,1,3,17
11225,2.488,1,3,18
11226,2.35,2,2,17
11227,2.138,1,2,18
11228,2.114,1,1,17
11229,2.178,1,2,18
11230,2.146,1,2,17
11231,2.052,2,0,18
11232,2.004,1,0,17
11233,1.85,1,0,18
11234,1.83,1,0,17
11235,1.86,1,0,18
11236,1.86,2,0,18
11237,1.536,1,0,17
11238,1.538,1,0,18
11239,1.538,1,0,18
11240,1.604,1,0,18
11241,1.878,2,0,17
11242,1.962,1,0,18
11243,1.994,1,0,18
11244,2.704,1,10,17
11245,4.164,1,36,17
11246,4.758,2,44,17
11247,5.99,1,70,17
11248,5.676,1,62,17
11249,6.068,1,69,17
11250,6.112,1,70,16
11251,5.842,2,69,17
11252,5.778,1,70,17
11253,5.788,1,70,17
11254,3.842,1,40,17
11255,3.716,1,36,17
11256,3.672,2,36,17
11257,3.574,1,35,18
11258,5.624,1,69,17
11259,5.082,1,63,17
11260,3.55,1,36,17
11261,3.572,1,36,17
11262,4.202,10,36,18
11263,6.32,37,35,16
11264,5.832,32,36,17
11265,4.986,1,36,17
11266,4.986,1,35,17
11267,5.71,11,35,17
11268,7.078,37,35,17
11269,7.048,36,35,17
11270,7.042,37,35,16
11271,7.006,36,35,17
11272,6.262,37,36,17
11273,5.604,36,35,17
11274,5.456,36,20,17
11275,7.296,36,28,16
11276,6.876,36,35,17
11277,5.526,36,35,17
11278,2.73,2,24,17
11279,3.07,0,25,17
11280,3.992,0,35,17
11281,3.29,1,32,17
11282,2.648,0,19,17
11283,3.662,0,40,17
11284,2.548,0,21,17
11285,3.144,0,28,17
11286,2.894,0,24,17
11287,3.336,0,24,17
11288,4.018,0,36,17
11289,2.904,0,21,17
11290,5.276,0,57,17
11291,6.102,0,71,17
11292,4.842,0,53,17
11293,5.734,0,67,16
11294,5.912,0,71,17
11295,4.852,0,53,17
11296,5.716,0,67,17
11297,5.188,0,60,17
11298,3.682,0,35,17
11299,2.648,0,17,18
11300,3.698,0,34,17
11301,5.004,0,36,17
11302,4.176,0,21,17
11303,4.36,0,29,17
11304,3.08,0,21,18
11305,1.642,0,5,17
11306,2.314,0,15,18
11307,3.464,0,36,17
11308,3.188,0,29,17
11309,2.814,0,27,18
11310,1.688,0,5,17
11311,2.444,0,18,18
11312,3.042,0,27,17
11313,3.448,0,37,18
11314,1.682,0,5,18
11315,4.386,0,6,17
11316,4.652,0,8,18
11317,2.258,0,10,17
11318,1.92,0,9,18
11319,1.966,0,9,19
11320,1.81,0,7,18
11321,1.71,0,6,18
11322,1.482,0,1,19
11323,1.492,0,2,18
11324,1.476,0,1,18
11325,1.486,0,2,19
11326,1.464,0,1,18
11327,1.476,0,2,18
11328,1.454,0,1,18
11329,1.54,0,2,18
11330,1.57,0,1,18
11331,1.658,0,1,18
11332,1.574,0,0,18
11333,1.584,0,1,18
11334,1.712,0,0,18
11335,1.868,0,0,18
11336,1.866,0,0,18
11337,1.864,0,0,19
11338,1.618,0,0,18
11339,1.554,0,0,18
11340,1.564,0,0,18
11341,1.56,0,0,18
11342,1.574,0,0,18
11343,1.562,0,0,19
11344,1.538,0,0,18
11345,1.456,0,0,18
11346,1.422,0,0,18
11347,1.386,0,0,18
11348,1.386,0,0,19
11349,1.384,0,0,18
11350,1.384,0,0,18
11351,1.386,0,0,18
11352,1.386,0,0,18
11353,1.392,0,0,18
11354,1.384,0,0,19
11355,1.398,0,0,18
11356,1.396,0,0,18
11357,1.414,0,0,18
11358,1.412,0,0,19
11359,1.418,0,0,18
11360,1.412,0,0,19
11361,1.41,0,0,18
11362,1.39,0,0,18
11363,1.392,0,0,19
11364,1.388,0,0,18
11365,1.394,0,0,18
11366,1.384,0,0,18
11367,1.39,0,0,19
11368,1.388,0,0,18
11369,1.394,0,0,18
11370,1.396,0,0,18
11371,1.4,0,0,19
11372,1.392,0,0,18
11373,1.4,0,0,18
11374,1.512,0,0,18
11375,1.508,0,0,18
11376,1.496,0,0,18
11377,1.502,0,0,19
11378,1.496,0,0,18
11379,1.496,0,0,18
11380,1.572,0,0,18
11381,1.572,0,0,19
11382,1.562,0,0,18
11383,1.548,0,0,18
11384,1.534,0,0,18
11385,1.554,0,0,18
11386,1.556,0,0,18
11387,1.562,0,0,18
11388,1.554,0,0,18
11389,1.49,0,0,18
11390,1.446,0,0,18
11391,1.394,0,0,18
11392,1.39,0,0,19
11393,1.388,0,0,18
11394,1.386,0,0,18
11395,1.374,0,0,18
11396,1.376,0,0,18
11397,1.372,0,0,18
11398,1.376,0,0,18
11399,1.376,0,0,18
11400,1.388,0,0,18
11401,1.382,0,0,18
11402,1.384,0,0,18
11403,1.376,0,0,18
11404,1.384,0,0,18
11405,1.384,0,0,18
11406,1.392,0,0,18
11407,1.392,0,0,19
11408,1.39,0,0,18
11409,1.38,0,0,18
11410,1.378,0,0,18
11411,1.38,0,0,18
11412,1.386,0,0,18
11413,1.388,0,0,18
11414,1.404,0,0,19
11415,1.42,0,0,18
11416,1.42,0,0,19
11417,1.408,0,0,18
11418,1.502,0,0,19
11419,1.518,0,0,18
11420,1.514,0,0,18
11421,1.518,0,0,19
11422,1.516,0,0,18
11423,1.518,0,0,19
11424,1.552,0,0,18
11425,1.592,0,0,19
11426,1.584,0,0,19
11427,1.576,0,0,18
11428,1.564,0,0,18
11429,1.624,0,0,19
11430,1.654,0,1,18
11431,1.65,0,1,18
11432,1.64,0,1,18
11433,1.614,0,2,19
11434,1.548,0,1,18
11435,1.52,0,2,18
11436,1.476,0,1,19
11437,1.49,0,2,18
11438,1.48,0,1,18
11439,1.476,0,1,19
11440,1.468,0,2,18
11441,1.464,0,1,18
11442,1.462,0,1,18
11443,1.468,0,2,18
11444,1.478,0,1,19
11445,1.476,0,1,18
11446,1.478,0,2,18
11447,1.472,0,1,19
11448,1.472,0,1,18
11449,1.464,0,2,18
11450,1.46,0,1,19
11451,1.406,0,0,18
11452,1.382,0,0,18
11453,1.378,0,0,18
11454,1.384,0,0,18
11455,1.382,0,0,18
11456,1.382,0,0,18
11457,1.376,0,0,18
11458,1.392,0,0,18
11459,1.386,0,0,19
11460,1.384,0,0,18
11461,1.37,0,0,18
11462,1.474,0,0,18
11463,1.484,0,0,18
11464,1.488,0,0,18
11465,1.494,0,0,18
11466,1.488,0,0,18
11467,1.496,0,0,18
11468,1.498,0,0,19
11469,1.528,0,0,18
11470,1.558,0,0,18
11471,1.558,0,0,18
11472,1.558,0,0,18
11473,1.558,0,0,19
11474,1.55,0,0,18
11475,1.566,0,0,18
11476,1.564,0,0,18
11477,1.51,0,0,18
11478,1.46,0,0,19
11479,1.456,0,0,18
11480,1.42,0,0,18
11481,1.382,0,0,18
11482,1.386,0,0,18
11483,1.394,0,0,19
11484,1.392,0,0,18
11485,1.4,0,0,18
11486,1.388,0,0,18
11487,1.386,0,0,19
11488,1.378,0,0,18
11489,1.38,0,0,18
11490,1.38,0,0,18
11491,1.39,0,0,18
11492,1.388,0,0,18
11493,1.398,0,0,18
11494,1.396,0,0,18
11495,1.388,0,0,18
11496,1.374,0,0,18
11497,1.38,0,0,19
11498,1.37,0,0,18
11499,1.366,0,0,17
11500,1.366,0,0,18
11501,1.368,0,0,18
11502,1.362,0,0,18
11503,1.376,0,0,18
11504,1.37,0,0,18
11505,1.386,0,0,18
11506,1.476,0,0,18
11507,1.488,0,0,18
11508,1.482,0,0,18
11509,1.482,0,0,18
11510,1.476,0,0,18
11511,1.478,0,0,18
11512,1.48,0,0,18
11513,1.472,0,0,18
11514,1.468,0,0,18
11515,1.504,0,0,18
11516,1.536,0,0,17
11517,1.524,0,0,18
11518,1.524,0,0,18
11519,1.51,0,0,18
11520,1.582,0,0,17
11521,1.81,0,0,18
11522,1.996,0,0,18
11523,1.744,0,0,17
11524,1.746,0,0,18
11525,1.738,0,0,17
11526,1.096,0,0,10
11527,0.594,0,0,0
11528,0.562,0,0,0
11529,0.562,0,0,0
11530,0.562,0,0,0
11531,0.56,0,0,0
11532,0.562,0,0,0
11533,0.56,0,0,0
11534,0.56,0,0,0
11535,0.564,0,0,0
11536,0.562,0,0,0
11537,0.564,0,0,0
11538,0.562,0,0,0
11539,0.562,0,0,0
11540,0.562,0,0,0
11541,0.562,0,0,0
11542,0.562,0,0,0
11543,0.594,0,0,0
11544,0.598,0,0,0
11545,0.554,0,0,0
11546,0.55,0,0,0
11547,0.668,0,0,0
11548,0.656,0,0,0
11549,0.856,0,0,0
11550,0.668,0,0,0
11551,0.666,0,0,0
11552,0.66,0,0,0
11553,0.658,0,0,0
11554,0.718,0,0,0
11555,0.984,0,0,0
11556,0.776,0,0,0
11557,0.654,0,0,0
11558,0.646,0,0,0
11559,0.646,0,0,0
11560,0.708,0,0,0
11561,0.726,0,1,0
11562,0.784,0,2,0
11563,0.798,0,1,0
11564,0.73,0,1,0
11565,0.714,0,2,0
11566,0.714,0,1,0
11567,0.616,0,2,0
11568,0.884,0,1,0
11569,0.9,0,1,0
11570,0.902,0,2,0
11571,0.892,0,1,0
11572,0.894,0,2,0
11573,0.952,0,1,0
11574,0.942,0,1,0
11575,0.824,0,2,0
11576,0.82,0,1,0
11577,0.818,0,1,0
11578,0.814,0,2,0
11579,0.816,0,1,0
11580,0.816,0,1,0
11581,0.816,0,1,0
11582,0.754,0,1,0
11583,0.746,0,0,0
11584,0.742,0,0,0
11585,0.738,0,0,0
11586,0.736,0,0,0
11587,0.736,0,0,0
11588,0.74,0,0,0
11589,0.74,0,0,0
11590,0.742,0,0,0
11591,0.738,0,0,0
11592,0.832,0,0,0
11593,0.846,0,0,0
11594,1.332,0,0,0
11595,2.338,0,0,0
11596,2.442,0,0,0
11597,2.31,0,0,0
11598,2.32,0,0,0
11599,2.31,0,0,0
11600,2.304,0,0,0
11601,2.302,0,0,0
11602,2.298,0,0,0
11603,2.298,0,0,0
11604,2.296,0,0,0
11605,2.304,0,0,0
11606,2.3,0,0,0
11607,2.308,0,0,0
11608,2.28,0,0,0
11609,2.27,0,0,0
11610,2.262,0,0,0
11611,2.068,0,0,0
11612,1.998,0,0,0
11613,1.694,0,0,0
11614,1.694,0,0,0
11615,1.7,0,0,0
11616,1.698,0,0,0
11617,1.694,0,0,0
11618,1.66,0,0,0
11619,1.61,0,0,0
11620,1.618,0,0,0
11621,1.614,0,0,0
11622,1.626,0,0,0
11623,1.624,0,0,0
11624,1.644,0,0,0
11625,1.694,0,0,0
11626,1.332,0,0,0
11627,0.626,0,0,0
11628,0.672,0,0,0
11629,1.246,0,0,0
11630,1.274,0,0,0
11631,1.406,0,0,0
11632,1.546,0,0,0
11633,1.536,0,0,0
11634,1.534,0,0,0
11635,1.534,0,0,0
11636,1.638,0,0,0
11637,1.87,0,0,0
11638,2.02,0,0,0
11639,1.91,0,0,0
11640,1.914,0,0,0
11641,1.886,0,0,0
11642,1.888,0,0,0
11643,1.894,0,0,0
11644,2.092,0,0,0
11645,1.976,0,0,0
11646,1.966,0,0,0
11647,2.008,0,0,0
11648,2.044,0,0,0
11649,2.034,0,0,0
11650,2.122,0,0,0
11651,2.108,0,0,0
11652,2.104,0,0,0
11653,2.1,0,0,0
11654,2.278,0,0,0
11655,1.704,0,0,0
11656,1.45,0,0,0
11657,1.274,0,0,0
11658,1.264,0,0,0
11659,1.266,0,0,0
11660,1.262,0,0,0
11661,1.226,0,0,0
11662,1.208,0,0,0
11663,1.214,0,0,0
11664,1.502,0,0,0
11665,1.954,0,0,0
11666,1.916,0,0,0
11667,2.994,0,0,0
11668,4.526,0,0,0
11669,4.698,0,0,0
11670,5.264,0,0,0
11671,3.198,0,0,0
11672,2.0,0,0,0
11673,1.746,0,0,0
11674,1.61,0,0,0
11675,1.576,0,0,0
11676,1.532,0,0,0
11677,1.518,0,0,0
11678,1.514,0,0,0
11679,1.516,0,0,0
11680,1.512,0,0,0
11681,1.516,0,0,0
11682,1.508,0,0,0
11683,1.514,0,0,0
11684,1.622,0,0,0
11685,1.738,0,0,0
11686,1.822,0,0,0
11687,1.942,0,0,0
11688,2.172,0,0,0
11689,2.528,0,0,0
11690,2.252,0,0,0
11691,1.682,0,0,0
11692,1.88,0,0,0
11693,1.868,0,0,0
11694,1.82,0,0,0
11695,1.824,0,0,0
11696,1.916,0,0,0
11697,1.91,0,1,0
11698,1.898,0,1,0
11699,1.886,0,2,0
11700,1.808,0,1,0
11701,1.79,0,1,0
11702,1.792,0,2,0
11703,1.788,0,1,0
11704,1.754,0,2,0
11705,1.71,0,1,0
11706,1.71,0,1,0
11707,1.71,0,2,0
11708,1.708,0,1,0
11709,1.716,0,1,0
11710,1.712,0,2,0
11711,1.716,0,1,0
11712,1.712,0,1,0
11713,1.716,0,2,0
11714,1.716,0,1,0
11715,1.72,0,1,0
11716,1.726,0,2,0
11717,1.846,0,1,0
11718,1.954,0,0,0
11719,1.946,0,0,0
11720,1.956,0,0,0
11721,1.944,0,0,0
11722,2.092,0,0,0
11723,2.032,0,0,0
11724,1.95,0,0,0
11725,1.906,0,0,0
11726,1.91,0,0,0
11727,2.328,0,0,0
11728,2.41,0,0,0
11729,2.372,0,0,0
11730,2.214,0,0,0
11731,4.414,34,0,0
11732,4.54,38,0,0
11733,4.612,38,0,0
11734,4.586,37,0,0
11735,4.574,37,0,0
11736,4.606,38,0,0
11737,4.626,37,0,0
11738,4.708,38,0,0
11739,4.65,38,0,0
11740,4.684,37,0,0
11741,4.652,38,0,0
11742,4.668,37,0,0
11743,4.674,38,0,0
11744,4.582,38,0,0
11745,5.194,37,0,9
11746,5.626,37,0,18
11747,5.676,37,0,17
11748,5.532,37,0,17
11749,4.676,30,0,17
11750,3.206,1,0,17
11751,4.396,1,0,17
11752,5.074,31,0,17
11753,5.178,37,0,17
11754,5.168,37,0,17
11755,4.486,27,0,17
11756,3.08,1,0,17
11757,3.1,1,0,17
11758,4.778,29,0,17
11759,5.122,37,0,16
11760,5.05,38,0,17
11761,3.006,1,0,18
11762,3.02,1,0,17
11763,3.136,1,0,17
11764,4.654,24,0,17
11765,5.14,37,0,17
11766,5.156,37,0,16
11767,4.018,16,0,17
11768,3.248,1,0,18
11769,3.258,1,0,17
11770,4.924,27,0,17
11771,5.454,37,0,17
11772,5.528,38,0,17
11773,3.526,5,0,17
11774,3.32,0,0,18
11775,3.314,0,0,17
11776,3.3,0,0,17
11777,3.432,0,0,17
11778,3.314,1,0,17
11779,3.282,0,0,17
11780,3.332,1,0,17
11781,3.562,0,0,17
11782,3.42,1,0,17
11783,3.756,0,0,18
11784,4.324,1,0,17
11785,4.47,0,0,17
11786,4.086,0,0,17
11787,3.884,1,0,17
11788,3.792,0,0,17
11789,3.72,0,0,17
11790,3.828,0,0,18
11791,3.888,0,0,17
11792,3.898,0,0,17
11793,3.864,0,0,18
11794,3.876,0,0,17
11795,3.832,0,0,17
11796,3.818,0,0,17
11797,3.818,0,0,18
11798,3.802,0,0,17
11799,3.702,0,0,17
11800,3.724,0,0,18
11801,3.93,0,0,17
11802,3.934,0,0,17
11803,3.866,0,0,18
11804,3.28,0,0,17
11805,2.844,0,0,18
11806,3.05,0,0,18
11807,2.878,0,0,17
11808,2.562,0,0,18
11809,2.206,0,0,18
11810,2.234,0,0,17
11811,2.276,0,0,18
11812,2.382,0,0,17
11813,2.346,0,0,18
11814,2.45,0,0,18
11815,2.544,0,0,17
11816,2.266,0,0,18
11817,1.608,0,0,17
11818,1.568,0,0,18
11819,1.55,0,0,18
11820,1.59,0,0,17
11821,1.62,0,0,18
11822,1.566,0,0,17
11823,1.544,0,0,18
11824,1.54,0,0,18
11825,1.596,0,0,17
11826,1.576,0,0,18
11827,1.552,0,0,17
11828,1.6,0,0,18
11829,0.522,0,0,2
11830,0.378,0,0,0
11831,0.294,0,0,0
11832,0.296,0,0,0
11833,0.348,0,0,0
11834,0.362,0,0,0
11835,0.356,0,1,0
11836,0.378,0,1,0
11837,0.446,0,2,0
11838,0.514,0,1,0
11839,0.438,0,1,0
11840,0.432,0,2,0
11841,0.43,0,1,0
11842,0.526,0,2,0
11843,0.442,0,1,0
11844,0.43,0,2,0
11845,0.428,0,1,0
11846,0.468,0,1,0
11847,0.466,0,2,0
11848,0.38,0,1,0
11849,0.364,0,1,0
11850,0.362,0,2,0
11851,0.442,0,1,0
11852,0.38,0,1,0
11853,0.358,0,2,0
11854,0.358,0,1,0
11855,0.404,0,1,0
11856,0.292,0,1,0
11857,0.244,0,0,0
11858,0.306,0,0,0
11859,0.342,0,0,0
11860,0.448,0,0,0
11861,0.336,0,0,0
11862,0.336,0,0,0
11863,0.378,0,0,0
11864,0.398,0,0,0
11865,0.334,0,0,0
11866,0.334,0,0,0
11867,0.33,0,0,0
11868,0.388,0,0,0
11869,0.384,0,0,0
11870,0.328,0,0,0
11871,0.328,0,0,0
11872,0.326,0,0,0
11873,0.398,0,0,0
11874,0.322,0,0,0
11875,0.256,0,0,0
11876,0.27,0,0,0
11877,0.276,0,0,0
11878,0.316,0,0,0
11879,0.306,0,0,0
11880,0.308,0,0,0
11881,0.406,0,0,0
11882,0.318,0,0,0
11883,0.298,0,0,0
11884,0.296,0,0,0
11885,0.316,0,0,0
11886,0.398,0,0,0
11887,0.292,0,0,0
11888,0.25,0,0,0
11889,0.222,0,0,0
11890,0.23,0,0,0
11891,0.32,0,0,0
11892,0.244,0,0,0
11893,0.222,0,0,0
