Index,Global_active_power,Global_reactive_power
10488,1.576,0.314
10489,1.57,0.312
10490,1.576,0.316
10491,1.564,0.314
10492,1.566,0.314
10493,1.572,0.32
10494,1.564,0.316
10495,1.558,0.314
10496,1.502,0.226
10497,1.498,0.214
10498,1.494,0.212
10499,1.478,0.186
10500,1.396,0.072
10501,1.4,0.074
10502,1.4,0.074
10503,1.39,0.072
10504,1.326,0.0
10505,1.318,0.05
10506,1.326,0.05
10507,1.324,0.05
10508,1.32,0.05
10509,1.316,0.05
10510,1.314,0.05
10511,1.316,0.05
10512,1.308,0.052
10513,1.308,0.052
10514,1.306,0.052
10515,1.314,0.05
10516,1.31,0.05
10517,1.314,0.05
10518,1.316,0.05
10519,1.306,0.052
10520,1.328,0.05
10521,1.324,0.048
10522,1.328,0.048
10523,1.326,0.048
10524,1.33,0.048
10525,1.318,0.05
10526,1.31,0.05
10527,1.296,0.052
10528,1.32,0.0
10529,1.412,0.082
10530,1.478,0.178
10531,1.344,0.184
10532,0.402,0.194
10533,0.404,0.2
10534,0.4,0.198
10535,0.396,0.198
10536,0.394,0.198
10537,0.394,0.202
10538,0.392,0.204
10539,0.324,0.104
10540,0.318,0.094
10541,0.314,0.09
10542,0.316,0.092
10543,0.31,0.086
10544,0.22,0.0
10545,0.22,0.0
10546,0.222,0.0
10547,0.222,0.0
10548,0.222,0.0
10549,0.222,0.0
10550,0.222,0.0
10551,0.22,0.0
10552,0.22,0.0
10553,0.22,0.0
10554,0.22,0.0
10555,0.22,0.0
10556,0.22,0.0
10557,0.22,0.0
10558,0.222,0.0
10559,0.222,0.0
10560,0.222,0.0
10561,0.222,0.0
10562,0.222,0.0
10563,0.22,0.0
10564,0.22,0.0
10565,0.218,0.0
10566,0.218,0.0
10567,0.218,0.0
10568,0.22,0.0
10569,0.22,0.0
10570,0.22,0.0
10571,0.22,0.0
10572,0.218,0.0
10573,0.394,0.146
10574,0.404,0.196
10575,0.404,0.202
10576,0.402,0.2
10577,0.398,0.198
10578,0.394,0.192
10579,0.392,0.194
10580,0.39,0.194
10581,0.388,0.194
10582,0.332,0.114
10583,0.318,0.09
10584,0.316,0.092
10585,0.316,0.09
10586,0.314,0.09
10587,0.314,0.09
10588,0.224,0.0
10589,0.218,0.0
10590,0.22,0.0
10591,0.22,0.0
10592,0.22,0.0
10593,0.22,0.0
10594,0.218,0.0
10595,0.222,0.0
10596,0.224,0.0
10597,0.224,0.0
10598,0.222,0.0
10599,0.224,0.0
10600,0.222,0.0
10601,0.222,0.0
10602,0.222,0.0
10603,0.222,0.0
10604,0.222,0.0
10605,0.222,0.0
10606,0.222,0.0
10607,0.222,0.0
10608,0.222,0.0
10609,0.222,0.0
10610,0.224,0.0
10611,0.224,0.0
10612,0.224,0.0
10613,0.222,0.0
10614,0.222,0.0
10615,0.222,0.0
10616,0.222,0.0
10617,0.306,0.0
10618,0.408,0.202
10619,0.408,0.204
10620,0.404,0.202
10621,0.406,0.206
10622,0.402,0.204
10623,0.402,0.208
10624,0.4,0.208
10625,0.424,0.224
10626,0.424,0.254
10627,0.41,0.23
10628,0.406,0.228
10629,0.406,0.23
10630,0.408,0.234
10631,0.408,0.232
10632,0.38,0.196
10633,0.312,0.092
10634,0.312,0.092
10635,0.31,0.09
10636,0.31,0.09
10637,0.308,0.088
10638,0.308,0.09
10639,0.306,0.09
10640,0.304,0.088
10641,0.302,0.086
10642,0.3,0.084
10643,0.3,0.084
10644,0.298,0.082
10645,0.298,0.084
10646,0.298,0.082
10647,0.26,0.0
10648,0.222,0.0
10649,0.222,0.0
10650,0.222,0.0
10651,0.224,0.0
10652,0.224,0.0
10653,0.224,0.0
10654,0.224,0.0
10655,0.224,0.0
10656,0.224,0.0
10657,0.224,0.0
10658,0.224,0.0
10659,0.224,0.0
10660,0.224,0.0
10661,0.224,0.0
10662,0.368,0.114
10663,0.412,0.208
10664,0.41,0.21
10665,0.408,0.208
10666,0.406,0.208
10667,0.402,0.208
10668,0.4,0.206
10669,0.398,0.206
10670,0.386,0.194
10671,0.324,0.102
10672,0.322,0.1
10673,0.322,0.104
10674,0.322,0.102
10675,0.324,0.106
10676,0.324,0.108
10677,0.238,0.0
10678,0.224,0.0
10679,0.224,0.0
10680,0.224,0.0
10681,0.222,0.0
10682,0.222,0.0
10683,0.222,0.0
10684,0.222,0.0
10685,0.222,0.0
10686,0.224,0.0
10687,0.224,0.0
10688,0.224,0.0
10689,0.224,0.0
10690,0.224,0.0
10691,0.224,0.0
10692,0.224,0.0
10693,0.226,0.0
10694,0.224,0.0
10695,0.226,0.0
10696,0.224,0.0
10697,0.226,0.0
10698,0.228,0.0
10699,0.228,0.0
10700,0.228,0.0
10701,0.226,0.0
10702,0.226,0.0
10703,0.226,0.0
10704,0.226,0.0
10705,0.226,0.0
10706,0.224,0.0
10707,0.366,0.112
10708,0.414,0.21
10709,0.412,0.212
10710,0.41,0.212
10711,0.408,0.212
10712,0.406,0.214
10713,0.402,0.212
10714,0.4,0.214
10715,0.386,0.194
10716,0.326,0.104
10717,0.324,0.102
10718,0.324,0.104
10719,0.322,0.102
10720,0.32,0.102
10721,0.32,0.102
10722,0.236,0.0
10723,0.226,0.0
10724,0.226,0.0
10725,0.224,0.0
10726,0.224,0.0
10727,0.224,0.0
10728,0.222,0.0
10729,0.222,0.0
10730,0.224,0.0
10731,0.222,0.0
10732,0.224,0.0
10733,0.224,0.0
10734,0.224,0.0
10735,0.226,0.0
10736,0.228,0.0
10737,0.226,0.0
10738,0.226,0.0
10739,0.226,0.0
10740,0.224,0.0
10741,0.24,0.0
10742,0.246,0.0
10743,0.232,0.0
10744,0.222,0.0
10745,0.222,0.0
10746,0.222,0.0
10747,0.222,0.0
10748,0.222,0.0
10749,0.222,0.0
10750,0.222,0.0
10751,0.222,0.0
10752,0.342,0.074
10753,0.408,0.202
10754,0.404,0.2
10755,0.406,0.208
10756,0.404,0.208
10757,0.404,0.21
10758,0.402,0.21
10759,0.398,0.208
10760,0.394,0.204
10761,0.362,0.16
10762,0.32,0.098
10763,0.32,0.1
10764,0.32,0.102
10765,0.318,0.098
10766,0.286,0.052
10767,0.222,0.0
10768,0.22,0.0
10769,0.22,0.0
10770,0.222,0.0
10771,0.282,0.0
10772,0.31,0.086
10773,0.308,0.086
10774,0.31,0.088
10775,0.308,0.084
10776,0.31,0.088
10777,0.31,0.088
10778,0.31,0.09
10779,0.308,0.086
10780,0.31,0.088
10781,0.308,0.088
10782,0.308,0.086
10783,0.308,0.086
10784,0.306,0.084
10785,0.304,0.084
10786,0.302,0.082
10787,0.302,0.084
10788,0.3,0.082
10789,0.3,0.086
10790,0.298,0.084
10791,0.298,0.084
10792,0.296,0.082
10793,0.22,0.0
10794,0.22,0.0
10795,0.222,0.0
10796,0.242,0.0
10797,0.334,0.096
10798,0.332,0.096
10799,0.398,0.168
10800,0.402,0.2
10801,0.402,0.202
10802,0.4,0.204
10803,0.398,0.202
10804,0.398,0.204
10805,0.394,0.2
10806,0.392,0.204
10807,0.388,0.2
10808,0.32,0.098
10809,0.32,0.098
10810,0.32,0.098
10811,0.24,0.0
10812,0.222,0.0
10813,0.222,0.0
10814,0.222,0.0
10815,0.224,0.0
10816,0.222,0.0
10817,0.224,0.0
10818,0.222,0.0
10819,0.224,0.0
10820,0.222,0.0
10821,0.224,0.0
10822,0.222,0.0
10823,0.224,0.0
10824,0.224,0.0
10825,0.222,0.0
10826,0.222,0.0
10827,0.222,0.0
10828,0.222,0.0
10829,0.222,0.0
10830,0.222,0.0
10831,0.22,0.0
10832,0.22,0.0
10833,0.22,0.0
10834,0.22,0.0
10835,0.224,0.0
10836,0.23,0.0
10837,0.228,0.0
10838,0.228,0.0
10839,0.228,0.0
10840,0.228,0.0
10841,0.226,0.0
10842,0.286,0.0
10843,0.34,0.098
10844,0.338,0.102
10845,0.338,0.098
10846,0.412,0.182
10847,0.412,0.208
10848,0.41,0.208
10849,0.408,0.206
10850,0.402,0.2
10851,0.402,0.202
10852,0.4,0.202
10853,0.402,0.21
10854,0.394,0.2
10855,0.326,0.1
10856,0.324,0.098
10857,0.234,0.0
10858,0.228,0.0
10859,0.27,0.0
10860,0.854,0.048
10861,1.91,0.056
10862,2.672,0.0
10863,2.532,0.06
10864,3.842,0.068
10865,5.25,0.078
10866,5.958,0.08
10867,6.358,0.056
10868,5.854,0.0
10869,2.694,0.0
10870,2.678,0.0
10871,3.166,0.0
10872,3.842,0.0
10873,3.846,0.0
10874,3.264,0.0
10875,2.752,0.0
10876,2.766,0.0
10877,2.846,0.0
10878,2.844,0.0
10879,2.886,0.0
10880,2.876,0.0
10881,2.85,0.0
10882,2.866,0.0
10883,2.882,0.0
10884,2.896,0.0
10885,2.904,0.0
10886,2.902,0.0
10887,3.016,0.128
10888,3.062,0.228
10889,3.062,0.23
10890,3.092,0.23
10891,3.078,0.228
10892,3.07,0.232
10893,3.076,0.23
10894,3.04,0.224
10895,3.22,0.22
10896,3.286,0.182
10897,3.134,0.116
10898,2.936,0.114
10899,3.016,0.11
10900,3.002,0.11
10901,3.38,0.11
10902,4.336,0.0
10903,4.352,0.0
10904,4.13,0.0
10905,3.44,0.0
10906,3.428,0.0
10907,3.392,0.0
10908,3.568,0.0
10909,3.658,0.0
10910,4.048,0.0
10911,3.978,0.0
10912,2.614,0.0
10913,2.562,0.0
10914,2.564,0.0
10915,2.63,0.0
10916,2.702,0.0
10917,2.884,0.0
10918,3.402,0.1
10919,3.904,0.156
10920,3.33,0.092
10921,3.294,0.09
10922,3.222,0.096
10923,2.418,0.098
10924,2.214,0.098
10925,2.202,0.096
10926,2.128,0.1
10927,2.058,0.1
10928,2.05,0.1
10929,2.054,0.1
10930,2.57,0.118
10931,2.97,0.224
10932,2.872,0.288
10933,2.888,0.29
10934,3.018,0.286
10935,2.878,0.276
10936,1.96,0.282
10937,1.898,0.288
10938,1.868,0.268
10939,1.8,0.168
10940,1.804,0.168
10941,1.778,0.126
10942,1.744,0.07
10943,1.734,0.07
10944,1.724,0.068
10945,1.712,0.066
10946,2.122,0.0
10947,1.626,0.056
10948,1.638,0.054
10949,1.762,0.056
10950,2.294,0.048
10951,2.304,0.048
10952,2.148,0.046
10953,2.072,0.0
10954,2.08,0.0
10955,2.072,0.0
10956,2.024,0.0
10957,1.526,0.056
10958,1.52,0.056
10959,0.594,0.0
10960,0.752,0.0
10961,1.192,0.0
10962,0.924,0.0
10963,0.218,0.0
10964,0.214,0.0
10965,0.214,0.0
10966,0.214,0.0
10967,0.216,0.0
10968,0.216,0.0
10969,0.216,0.0
10970,0.214,0.0
10971,0.218,0.0
10972,0.22,0.0
10973,0.22,0.0
10974,0.222,0.0
10975,0.336,0.072
10976,0.408,0.194
10977,0.404,0.188
10978,0.402,0.19
10979,0.4,0.192
10980,0.4,0.198
10981,0.392,0.198
10982,0.388,0.196
10983,0.386,0.194
10984,0.382,0.192
10985,0.384,0.196
10986,0.32,0.1
10987,0.32,0.098
10988,0.318,0.096
10989,0.318,0.096
10990,0.314,0.09
10991,0.24,0.0
10992,0.22,0.0
10993,0.22,0.0
10994,0.216,0.0
10995,0.216,0.0
10996,0.216,0.0
10997,0.216,0.0
10998,0.218,0.0
10999,0.216,0.0
11000,0.216,0.0
11001,0.22,0.0
11002,0.224,0.0
11003,0.224,0.0
11004,0.224,0.0
11005,0.224,0.0
11006,0.222,0.0
11007,0.218,0.0
11008,0.222,0.0
11009,0.274,0.0
11010,0.272,0.0
11011,0.274,0.0
11012,0.272,0.0
11013,0.272,0.0
11014,0.272,0.0
11015,0.27,0.0
11016,0.274,0.0
11017,0.278,0.0
11018,0.27,0.0
11019,0.242,0.0
11020,0.414,0.19
11021,0.402,0.196
11022,0.402,0.202
11023,0.4,0.202
11024,0.398,0.202
11025,0.394,0.198
11026,0.392,0.198
11027,0.386,0.194
11028,0.384,0.194
11029,0.382,0.192
11030,0.364,0.168
11031,0.31,0.092
11032,0.308,0.088
11033,0.306,0.088
11034,0.306,0.086
11035,0.262,0.0
11036,0.212,0.0
11037,0.214,0.0
11038,0.214,0.0
11039,0.216,0.0
11040,0.214,0.0
11041,0.216,0.0
11042,0.216,0.0
11043,0.216,0.0
11044,0.216,0.0
11045,0.218,0.0
11046,0.222,0.0
11047,0.226,0.0
11048,0.222,0.0
11049,0.218,0.0
11050,0.218,0.0
11051,0.218,0.0
11052,0.218,0.0
11053,0.218,0.0
11054,0.218,0.0
11055,0.216,0.0
11056,0.218,0.0
11057,0.218,0.0
11058,0.218,0.0
11059,0.218,0.0
11060,0.218,0.0
11061,0.222,0.0
11062,0.3,0.05
11063,0.31,0.086
11064,0.41,0.194
11065,0.462,0.256
11066,0.482,0.314
11067,0.482,0.322
11068,0.478,0.318
11069,0.478,0.32
11070,0.476,0.318
11071,0.474,0.324
11072,0.472,0.32
11073,0.472,0.326
11074,0.47,0.33
11075,0.462,0.324
11076,0.4,0.222
11077,0.402,0.226
11078,0.402,0.228
11079,0.364,0.174
11080,0.306,0.094
11081,0.304,0.092
11082,0.304,0.09
11083,0.282,0.056
11084,0.226,0.0
11085,0.22,0.0
11086,0.22,0.0
11087,0.22,0.0
11088,0.22,0.0
11089,0.22,0.0
11090,0.22,0.0
11091,0.224,0.0
11092,0.226,0.0
11093,0.226,0.0
11094,0.224,0.0
11095,0.224,0.0
11096,0.224,0.0
11097,0.224,0.0
11098,0.222,0.0
11099,0.222,0.0
11100,0.224,0.0
11101,0.218,0.0
11102,0.216,0.0
11103,0.216,0.0
11104,0.218,0.0
11105,0.218,0.0
11106,0.222,0.0
11107,0.226,0.0
11108,0.302,0.0
11109,0.334,0.098
11110,0.368,0.126
11111,0.408,0.204
11112,0.406,0.202
11113,0.404,0.204
11114,0.402,0.202
11115,0.4,0.2
11116,0.392,0.204
11117,0.39,0.204
11118,0.388,0.204
11119,0.384,0.2
11120,0.384,0.204
11121,0.326,0.114
11122,0.32,0.1
11123,0.308,0.082
11124,0.226,0.0
11125,0.224,0.0
11126,0.224,0.0
11127,0.222,0.0
11128,0.222,0.0
11129,0.218,0.0
11130,0.216,0.0
11131,0.218,0.0
11132,0.218,0.0
11133,0.22,0.0
11134,0.218,0.0
11135,0.218,0.0
11136,0.222,0.0
11137,0.224,0.0
11138,0.224,0.0
11139,0.224,0.0
11140,0.224,0.0
11141,0.218,0.0
11142,0.218,0.0
11143,0.218,0.0
11144,0.218,0.0
11145,0.216,0.0
11146,0.218,0.0
11147,0.216,0.0
11148,0.216,0.0
11149,0.216,0.0
11150,0.216,0.0
11151,0.218,0.0
11152,0.292,0.0
11153,0.332,0.094
11154,0.322,0.092
11155,0.32,0.092
11156,0.396,0.172
11157,0.394,0.194
11158,0.392,0.192
11159,0.394,0.2
11160,0.39,0.194
11161,0.388,0.196
11162,0.386,0.194
11163,0.384,0.194
11164,0.378,0.19
11165,0.378,0.19
11166,0.446,0.164
11167,0.61,0.078
11168,0.786,0.048
11169,0.784,0.046
11170,0.688,0.052
11171,1.18,0.058
11172,2.874,0.076
11173,2.858,0.078
11174,2.888,0.062
11175,2.944,0.048
11176,2.964,0.062
11177,2.94,0.07
11178,2.956,0.068
11179,2.97,0.066
11180,2.97,0.066
11181,2.184,0.0
11182,2.03,0.128
11183,1.92,0.114
11184,1.534,0.05
11185,1.726,0.05
11186,2.99,0.106
11187,1.846,0.07
11188,0.928,0.054
11189,0.928,0.056
11190,0.928,0.056
11191,0.936,0.054
11192,0.932,0.05
11193,0.914,0.0
11194,0.958,0.0
11195,1.212,0.046
11196,4.812,0.076
11197,3.486,0.164
11198,3.47,0.162
11199,3.486,0.164
11200,3.446,0.16
11201,3.5,0.17
11202,3.668,0.16
11203,3.802,0.2
11204,3.778,0.192
11205,3.934,0.192
11206,4.832,0.172
11207,4.868,0.204
11208,4.014,0.176
11209,2.696,0.188
11210,3.56,0.314
11211,3.894,0.356
11212,3.888,0.258
11213,3.736,0.2
11214,3.856,0.258
11215,3.778,0.246
11216,2.79,0.11
11217,2.522,0.062
11218,2.544,0.058
11219,2.558,0.052
11220,2.556,0.052
11221,2.554,0.052
11222,2.56,0.052
11223,2.532,0.056
11224,2.498,0.058
11225,2.488,0.074
11226,2.35,0.092
11227,2.138,0.088
11228,2.114,0.0
11229,2.178,0.0
11230,2.146,0.0
11231,2.052,0.0
11232,2.004,0.046
11233,1.85,0.0
11234,1.83,0.0
11235,1.86,0.0
11236,1.86,0.0
11237,1.536,0.0
11238,1.538,0.0
11239,1.538,0.0
11240,1.604,0.0
11241,1.878,0.07
11242,1.962,0.104
11243,1.994,0.188
11244,2.704,0.252
11245,4.164,0.22
11246,4.758,0.22
11247,5.99,0.196
11248,5.676,0.208
11249,6.068,0.186
11250,6.112,0.21
11251,5.842,0.198
11252,5.778,0.22
11253,5.788,0.2
11254,3.842,0.242
11255,3.716,0.228
11256,3.672,0.184
11257,3.574,0.0
11258,5.624,0.0
11259,5.082,0.0
11260,3.55,0.048
11261,3.572,0.0
11262,4.202,0.0
11263,6.32,0.178
11264,5.832,0.164
11265,4.986,0.412
11266,4.986,0.38
11267,5.71,0.352
11268,7.078,0.346
11269,7.048,0.33
11270,7.042,0.34
11271,7.006,0.346
11272,6.262,0.17
11273,5.604,0.0
11274,5.456,0.206
11275,7.296,0.324
11276,6.876,0.234
11277,5.526,0.0
11278,2.73,0.0
11279,3.07,0.0
11280,3.992,0.0
11281,3.29,0.0
11282,2.648,0.0
11283,3.662,0.0
11284,2.548,0.0
11285,3.144,0.106
11286,2.894,0.206
11287,3.336,0.214
11288,4.018,0.21
11289,2.904,0.204
11290,5.276,0.186
11291,6.102,0.33
11292,4.842,0.208
11293,5.734,0.178
11294,5.912,0.178
11295,4.852,0.194
11296,5.716,0.18
11297,5.188,0.186
11298,3.682,0.184
11299,2.648,0.112
11300,3.698,0.082
11301,5.004,0.328
11302,4.176,0.376
11303,4.36,0.272
11304,3.08,0.078
11305,1.642,0.052
11306,2.314,0.1
11307,3.464,0.114
11308,3.188,0.138
11309,2.814,0.154
11310,1.688,0.116
11311,2.444,0.12
11312,3.042,0.088
11313,3.448,0.104
11314,1.682,0.112
11315,4.386,0.14
11316,4.652,0.158
11317,2.258,0.206
11318,1.92,0.198
11319,1.966,0.224
11320,1.81,0.194
11321,1.71,0.168
11322,1.482,0.088
11323,1.492,0.09
11324,1.476,0.086
11325,1.486,0.088
11326,1.464,0.084
11327,1.476,0.084
11328,1.454,0.078
11329,1.54,0.158
11330,1.57,0.22
11331,1.658,0.302
11332,1.574,0.2
11333,1.584,0.204
11334,1.712,0.2
11335,1.868,0.198
11336,1.866,0.198
11337,1.864,0.2
11338,1.618,0.2
11339,1.554,0.202
11340,1.564,0.204
11341,1.56,0.204
11342,1.574,0.21
11343,1.562,0.206
11344,1.538,0.186
11345,1.456,0.068
11346,1.422,0.0
11347,1.386,0.0
11348,1.386,0.0
11349,1.384,0.0
11350,1.384,0.0
11351,1.386,0.0
11352,1.386,0.0
11353,1.392,0.0
11354,1.384,0.0
11355,1.398,0.0
11356,1.396,0.0
11357,1.414,0.0
11358,1.412,0.0
11359,1.418,0.0
11360,1.412,0.0
11361,1.41,0.0
11362,1.39,0.0
11363,1.392,0.0
11364,1.388,0.0
11365,1.394,0.0
11366,1.384,0.0
11367,1.39,0.0
11368,1.388,0.0
11369,1.394,0.0
11370,1.396,0.0
11371,1.4,0.0
11372,1.392,0.0
11373,1.4,0.0
11374,1.512,0.1
11375,1.508,0.1
11376,1.496,0.096
11377,1.502,0.098
11378,1.496,0.098
11379,1.496,0.1
11380,1.572,0.184
11381,1.572,0.208
11382,1.562,0.204
11383,1.548,0.198
11384,1.534,0.196
11385,1.554,0.202
11386,1.556,0.204
11387,1.562,0.206
11388,1.554,0.204
11389,1.49,0.116
11390,1.446,0.062
11391,1.394,0.0
11392,1.39,0.0
11393,1.388,0.0
11394,1.386,0.0
11395,1.374,0.0
11396,1.376,0.0
11397,1.372,0.0
11398,1.376,0.0
11399,1.376,0.0
11400,1.388,0.0
11401,1.382,0.0
11402,1.384,0.0
11403,1.376,0.0
11404,1.384,0.0
11405,1.384,0.0
11406,1.392,0.0
11407,1.392,0.0
11408,1.39,0.0
11409,1.38,0.0
11410,1.378,0.0
11411,1.38,0.0
11412,1.386,0.0
11413,1.388,0.0
11414,1.404,0.0
11415,1.42,0.0
11416,1.42,0.0
11417,1.408,0.0
11418,1.502,0.076
11419,1.518,0.102
11420,1.514,0.102
11421,1.518,0.104
11422,1.516,0.104
11423,1.518,0.106
11424,1.552,0.14
11425,1.592,0.214
11426,1.584,0.212
11427,1.576,0.21
11428,1.564,0.204
11429,1.624,0.268
11430,1.654,0.334
11431,1.65,0.332
11432,1.64,0.328
11433,1.614,0.28
11434,1.548,0.192
11435,1.52,0.146
11436,1.476,0.084
11437,1.49,0.088
11438,1.48,0.086
11439,1.476,0.084
11440,1.468,0.082
11441,1.464,0.082
11442,1.462,0.082
11443,1.468,0.084
11444,1.478,0.088
11445,1.476,0.086
11446,1.478,0.088
11447,1.472,0.086
11448,1.472,0.088
11449,1.464,0.084
11450,1.46,0.082
11451,1.406,0.0
11452,1.382,0.0
11453,1.378,0.0
11454,1.384,0.0
11455,1.382,0.0
11456,1.382,0.0
11457,1.376,0.0
11458,1.392,0.0
11459,1.386,0.0
11460,1.384,0.0
11461,1.37,0.0
11462,1.474,0.078
11463,1.484,0.092
11464,1.488,0.096
11465,1.494,0.098
11466,1.488,0.096
11467,1.496,0.1
11468,1.498,0.1
11469,1.528,0.124
11470,1.558,0.202
11471,1.558,0.202
11472,1.558,0.204
11473,1.558,0.204
11474,1.55,0.202
11475,1.566,0.208
11476,1.564,0.208
11477,1.51,0.138
11478,1.46,0.068
11479,1.456,0.066
11480,1.42,0.0
11481,1.382,0.0
11482,1.386,0.0
11483,1.394,0.0
11484,1.392,0.0
11485,1.4,0.0
11486,1.388,0.0
11487,1.386,0.0
11488,1.378,0.0
11489,1.38,0.0
11490,1.38,0.0
11491,1.39,0.0
11492,1.388,0.0
11493,1.398,0.0
11494,1.396,0.0
11495,1.388,0.0
11496,1.374,0.0
11497,1.38,0.0
11498,1.37,0.0
11499,1.366,0.0
11500,1.366,0.0
11501,1.368,0.0
11502,1.362,0.0
11503,1.376,0.0
11504,1.37,0.0
11505,1.386,0.0
11506,1.476,0.06
11507,1.488,0.094
11508,1.482,0.094
11509,1.482,0.094
11510,1.476,0.094
11511,1.478,0.094
11512,1.48,0.094
11513,1.472,0.092
11514,1.468,0.094
11515,1.504,0.132
11516,1.536,0.196
11517,1.524,0.192
11518,1.524,0.19
11519,1.51,0.186
11520,1.582,0.188
11521,1.81,0.122
11522,1.996,0.052
11523,1.744,0.05
11524,1.746,0.05
11525,1.738,0.048
11526,1.096,0.056
11527,0.594,0.0
11528,0.562,0.0
11529,0.562,0.0
11530,0.562,0.0
11531,0.56,0.0
11532,0.562,0.0
11533,0.56,0.0
11534,0.56,0.0
11535,0.564,0.0
11536,0.562,0.0
11537,0.564,0.0
11538,0.562,0.0
11539,0.562,0.0
11540,0.562,0.0
11541,0.562,0.0
11542,0.562,0.0
11543,0.594,0.0
11544,0.598,0.0
11545,0.554,0.0
11546,0.55,0.0
11547,0.668,0.086
11548,0.656,0.088
11549,0.856,0.088
11550,0.668,0.092
11551,0.666,0.094
11552,0.66,0.09
11553,0.658,0.09
11554,0.718,0.088
11555,0.984,0.082
11556,0.776,0.086
11557,0.654,0.09
11558,0.646,0.088
11559,0.646,0.088
11560,0.708,0.158
11561,0.726,0.208
11562,0.784,0.266
11563,0.798,0.306
11564,0.73,0.21
11565,0.714,0.178
11566,0.714,0.18
11567,0.616,0.182
11568,0.884,0.182
11569,0.9,0.18
11570,0.902,0.184
11571,0.892,0.176
11572,0.894,0.18
11573,0.952,0.106
11574,0.942,0.076
11575,0.824,0.076
11576,0.82,0.074
11577,0.818,0.074
11578,0.814,0.072
11579,0.816,0.074
11580,0.816,0.074
11581,0.816,0.074
11582,0.754,0.0
11583,0.746,0.0
11584,0.742,0.0
11585,0.738,0.0
11586,0.736,0.046
11587,0.736,0.046
11588,0.74,0.0
11589,0.74,0.046
11590,0.742,0.0
11591,0.738,0.046
11592,0.832,0.046
11593,0.846,0.082
11594,1.332,0.074
11595,2.338,0.106
11596,2.442,0.102
11597,2.31,0.064
11598,2.32,0.066
11599,2.31,0.064
11600,2.304,0.064
11601,2.302,0.064
11602,2.298,0.062
11603,2.298,0.062
11604,2.296,0.064
11605,2.304,0.064
11606,2.3,0.064
11607,2.308,0.064
11608,2.28,0.0
11609,2.27,0.0
11610,2.262,0.0
11611,2.068,0.0
11612,1.998,0.0
11613,1.694,0.0
11614,1.694,0.0
11615,1.7,0.046
11616,1.698,0.046
11617,1.694,0.0
11618,1.66,0.0
11619,1.61,0.054
11620,1.618,0.054
11621,1.614,0.054
11622,1.626,0.054
11623,1.624,0.052
11624,1.644,0.05
11625,1.694,0.05
11626,1.332,0.046
11627,0.626,0.0
11628,0.672,0.048
11629,1.246,0.048
11630,1.274,0.046
11631,1.406,0.048
11632,1.546,0.052
11633,1.536,0.054
11634,1.534,0.054
11635,1.534,0.054
11636,1.638,0.046
11637,1.87,0.072
11638,2.02,0.068
11639,1.91,0.07
11640,1.914,0.072
11641,1.886,0.068
11642,1.888,0.068
11643,1.894,0.068
11644,2.092,0.062
11645,1.976,0.052
11646,1.966,0.062
11647,2.008,0.068
11648,2.044,0.076
11649,2.034,0.076
11650,2.122,0.172
11651,2.108,0.176
11652,2.104,0.176
11653,2.1,0.176
11654,2.278,0.172
11655,1.704,0.11
11656,1.45,0.0
11657,1.274,0.0
11658,1.264,0.0
11659,1.266,0.0
11660,1.262,0.0
11661,1.226,0.0
11662,1.208,0.058
11663,1.214,0.06
11664,1.502,0.066
11665,1.954,0.064
11666,1.916,0.06
11667,2.994,0.068
11668,4.526,0.078
11669,4.698,0.08
11670,5.264,0.066
11671,3.198,0.064
11672,2.0,0.058
11673,1.746,0.0
11674,1.61,0.152
11675,1.576,0.0
11676,1.532,0.052
11677,1.518,0.054
11678,1.514,0.054
11679,1.516,0.052
11680,1.512,0.054
11681,1.516,0.056
11682,1.508,0.056
11683,1.514,0.054
11684,1.622,0.052
11685,1.738,0.068
11686,1.822,0.066
11687,1.942,0.068
11688,2.172,0.064
11689,2.528,0.062
11690,2.252,0.064
11691,1.682,0.074
11692,1.88,0.07
11693,1.868,0.114
11694,1.82,0.178
11695,1.824,0.18
11696,1.916,0.286
11697,1.91,0.3
11698,1.898,0.302
11699,1.886,0.29
11700,1.808,0.168
11701,1.79,0.162
11702,1.792,0.162
11703,1.788,0.164
11704,1.754,0.126
11705,1.71,0.062
11706,1.71,0.062
11707,1.71,0.064
11708,1.708,0.064
11709,1.716,0.064
11710,1.712,0.066
11711,1.716,0.068
11712,1.712,0.068
11713,1.716,0.068
11714,1.716,0.068
11715,1.72,0.068
11716,1.726,0.07
11717,1.846,0.068
11718,1.954,0.052
11719,1.946,0.056
11720,1.956,0.052
11721,1.944,0.054
11722,2.092,0.058
11723,2.032,0.056
11724,1.95,0.054
11725,1.906,0.056
11726,1.91,0.056
11727,2.328,0.064
11728,2.41,0.0
11729,2.372,0.068
11730,2.214,0.07
11731,4.414,0.156
11732,4.54,0.254
11733,4.612,0.346
11734,4.586,0.334
11735,4.574,0.326
11736,4.606,0.324
11737,4.626,0.342
11738,4.708,0.42
11739,4.65,0.408
11740,4.684,0.412
11741,4.652,0.406
11742,4.668,0.408
11743,4.674,0.408
11744,4.582,0.282
11745,5.194,0.27
11746,5.626,0.266
11747,5.676,0.262
11748,5.532,0.266
11749,4.676,0.276
11750,3.206,0.33
11751,4.396,0.494
11752,5.074,0.286
11753,5.178,0.262
11754,5.168,0.26
11755,4.486,0.27
11756,3.08,0.344
11757,3.1,0.354
11758,4.778,0.264
